"location","zipcode","urban","population","r_vote","migration"
"Hilltop","ZIP is  16679",1,15690,-3.54229692748063,-3.40841689081647
"Dogville","ZIP:  15848",0,25764,2.21989734452241,18.8540614861721
"Janestown","15046",1,3092,-1.74528775144285,-5.2586405635345
"Hilltop","Zip  16950",1,15690,-4.99209891016812,-23.7820574241417
"Flagstone","ZIP is  15747",1,106161,-13.8463615944548,-16.7853632878731
"Janestown","ZIP is  17023",1,3092,-2.09737394134391,-1.76112716038305
"Janestown","18659",1,3092,-2.58975491140193,-11.9583140942446
"Janestown","Zip  18797",1,3092,-2.66145997481726,-11.1641430429476
"Gravity Falls","16190",1,24649,-4.17661148794028,-7.92734267116612
"Innsmouth","17757",1,51682,-6.63568031599842,4.12110733303776
"Gravity Falls","ZIP:  15071",1,24649,-5.98315487682767,-24.756187644843
"Krasnoy","ZIP is  14777",1,113419,-14.070990543792,-20.7059320174036
"Belleville","17495",1,57290,-7.49270315989947,-2.66055411742774
"Castle Rock","Zip  18860",1,65658,-9.45278370925153,-20.6480193402115
"Hilltop","ZIP:  16857",1,15690,-2.88210856689304,7.41810010593445
"Janestown","Zip  15117",1,3092,-2.90801986861228,-6.20343222247689
"Ebbing","ZIP:  18025",0,83511,9.36912656060684,37.4013298812176
"Ebbing","ZIP:  14715",0,83511,7.05598596791952,17.4926929110503
"Innsmouth","Zip  17314",1,51682,-7.74266308641173,-18.8302855408389
"Krasnoy","Zip  16957",1,113419,-13.1415053125245,-14.4079531102386
"Innsmouth","18864",1,51682,-6.38372437434715,3.01102687787646
"Innsmouth","15405",1,51682,-7.43558564507638,-14.1260650153169
"Gravity Falls","ZIP is  16150",1,24649,-5.14908326327763,-13.1316449834199
"Castle Rock","ZIP is  16960",1,65658,-8.35892235792823,-1.77709322310439
"Dogville","18317",0,25764,3.03914422990298,30.1080217669178
"Alphaville","14683",0,164039,15.9143654647959,33.8333848128269
"Ebbing","ZIP is  15747",0,83511,8.45898364468561,24.4587223241387
"Castle Rock","Zip  18905",1,65658,-7.78375123507242,-5.02764919280583
"Janestown","14260",1,3092,0.833612055548129,29.7755745569786
"Hilltop","Zip  16784",1,15690,-3.6254790788509,-12.0052947805477
"Ebbing","ZIP is  17117",0,83511,8.69144382423249,21.7849047428266
"Castle Rock","ZIP is  14331",1,65658,-8.69983599405399,-13.6432368392516
"Dogville","Zip  15578",0,25764,3.25134148423182,26.4896790412372
"Flagstone","Zip  14492",1,106161,-11.7114717672247,-1.79808275675979
"Flagstone","Zip  18326",1,106161,-12.4770067577157,-16.2813494153523
"Flagstone","17269",1,106161,-13.3353345393745,-22.4798256226585
"Castle Rock","ZIP:  16491",1,65658,-7.25265198774147,-0.378136345272859
"Hilltop","16085",1,15690,-1.7512070955559,8.29042123688283
"Castle Rock","ZIP is  17036",1,65658,-9.22530280840238,-22.1417053917026
"Hilltop","ZIP is  15764",1,15690,-4.45187434534932,-20.293473607936
"Castle Rock","ZIP:  18300",1,65658,-8.46537749745298,-10.1007406904832
"Belleville","Zip  16097",1,57290,-6.39037409198483,-6.24467399563677
"Krasnoy","Zip  16235",1,113419,-14.4526229586122,-30.7130030811256
"Dogville","17708",0,25764,1.44717495170287,8.99637540852321
"Alphaville","15441",0,164039,17.5321221161131,44.8764914537939
"Krasnoy","16924",1,113419,-13.4300513784003,-14.6083789628286
"Flagstone","ZIP:  16824",1,106161,-12.5349712520674,-12.4028981992032
"Flagstone","ZIP:  16177",1,106161,-12.7444276933739,-26.124916395846
"Janestown","Zip  14804",1,3092,-2.48251923232764,-12.2039204046047
"Innsmouth","ZIP:  17223",1,51682,-8.36178697620594,-18.2267257927109
"Flagstone","Zip  17244",1,106161,-11.7014831845217,-13.4019537647501
"Alphaville","ZIP is  17450",0,164039,17.1064099924123,47.15880500546
"Krasnoy","17988",1,113419,-13.2964821985534,-11.771340073909
"Dogville","ZIP is  18509",0,25764,3.76444409138425,30.4888766543395
"Belleville","Zip  16339",1,57290,-8.93309675731805,-33.1088900888081
"Belleville","Zip  18724",1,57290,-6.13693498249917,10.2898148037869
"Krasnoy","ZIP is  17776",1,113419,-12.5798312911889,-14.941789213479
"Flagstone","ZIP is  17279",1,106161,-11.0123813768422,-2.70004637492178
"Alphaville","ZIP:  17752",0,164039,15.4785240442497,25.7253905894384
"Dogville","Zip  15182",0,25764,2.59512916232809,17.4671883472613
"Ebbing","Zip  16390",0,83511,6.06370989471385,-1.71844684431191
"Flagstone","ZIP:  17542",1,106161,-14.9284980357134,-32.2017276999734
"Flagstone","ZIP:  14378",1,106161,-13.421925080469,-20.9272400623319
"Dogville","ZIP is  16020",0,25764,2.48606646148779,15.4260623084621
"Ebbing","ZIP is  14203",0,83511,7.80324943175522,22.4949686227929
"Castle Rock","ZIP is  16437",1,65658,-7.44022937870261,-3.37812869483067
"Janestown","ZIP is  16814",1,3092,-1.70259109809258,-4.037090943247
"Ebbing","18441",0,83511,8.65471107091138,28.3432185197879
"Innsmouth","16452",1,51682,-7.41527390259845,-14.8221983558198
"Alphaville","Zip  15659",0,164039,17.3783489131727,49.0475163244022
"Castle Rock","ZIP is  17303",1,65658,-8.14492123987925,-2.83170499787306
"Janestown","ZIP:  16568",1,3092,-3.00091463064198,-10.4714445566582
"Hilltop","ZIP:  16072",1,15690,-4.36907529328498,-20.2528222782222
"Castle Rock","15564",1,65658,-7.72734793375564,-3.41100683943633
"Flagstone","15864",1,106161,-12.896966644298,-20.1557965490382
"Krasnoy","ZIP is  15555",1,113419,-14.092553111279,-31.5433213717544
"Innsmouth","Zip  17170",1,51682,-6.48828948147108,-12.3655122765212
"Belleville","15768",1,57290,-10.2147186003156,-31.2844031118624
"Alphaville","ZIP:  15761",0,164039,16.6052032767904,37.0799631997567
"Dogville","ZIP is  14727",0,25764,3.39420250589921,29.435080326383
"Hilltop","ZIP:  16522",1,15690,-4.09101761729949,-5.36687641807112
"Krasnoy","ZIP:  18664",1,113419,-14.4464702485582,-32.4165405838136
"Hilltop","14943",1,15690,-3.1440821392918,3.33011207032461
"Alphaville","ZIP:  15863",0,164039,14.8713182859077,14.6476185767283
"Hilltop","14702",1,15690,-3.37804112255532,-6.1345295946992
"Gravity Falls","ZIP:  14397",1,24649,-5.64845550445963,-16.4852089249509
"Janestown","ZIP:  14200",1,3092,-1.5179047897364,-2.59287153248846
"Innsmouth","ZIP is  17748",1,51682,-7.75290391402872,-17.2412587411702
"Castle Rock","ZIP is  17999",1,65658,-8.09322245028288,-5.69752309314339
"Innsmouth","16886",1,51682,-5.4693105392408,6.08884486411862
"Dogville","Zip  16084",0,25764,1.91931179789353,14.3011769439418
"Castle Rock","ZIP:  14995",1,65658,-9.12136130169078,-25.0283989100096
"Gravity Falls","ZIP is  14632",1,24649,-3.98364206291167,2.87895899853018
"Belleville","16813",1,57290,-6.26085175589111,8.43638664063713
"Castle Rock","Zip  18688",1,65658,-9.68194832605085,-31.2960006357
"Belleville","ZIP is  15161",1,57290,-8.22890002318381,-10.140282555055
"Krasnoy","ZIP is  17991",1,113419,-14.3835904504031,-37.362078113685
"Ebbing","ZIP is  18866",0,83511,8.82670470596799,32.5999516548697
"Flagstone","Zip  14905",1,106161,-12.2941311410941,-5.48070983279213
"Ebbing","ZIP is  16128",0,83511,8.69894939167343,29.7306668013636
"Alphaville","Zip  18785",0,164039,16.7043612577057,36.0520714379696
"Innsmouth","ZIP:  14508",1,51682,-7.88866610310792,-28.8256159994607
"Innsmouth","16904",1,51682,-6.58223762485611,-2.37334349837414
"Gravity Falls","ZIP:  15631",1,24649,-6.35089578397297,-20.5287105144415
"Castle Rock","16452",1,65658,-9.4438771157377,-25.2100593061262
"Janestown","ZIP is  18590",1,3092,-2.65436182972158,-9.88456745538325
"Alphaville",NA,0,164039,14.7594462894378,22.6610935965081
"Krasnoy","ZIP is  17692",1,113419,-13.8973450600062,-26.8820248602404
"Krasnoy","ZIP:  17438",1,113419,-14.174398879098,-16.9755683169087
"Flagstone","ZIP:  18325",1,106161,-11.0991988099968,-0.839218505854166
"Belleville","Zip  14694",1,57290,-7.03735521663168,-9.24382486884886
"Ebbing","ZIP:  16367",0,83511,11.4256180947507,59.3318821467896
"Innsmouth","ZIP is  14920",1,51682,-4.81724037221186,19.8867458139126
"Castle Rock","ZIP is  14118",1,65658,-6.7767391614147,8.09667978119848
"Dogville","ZIP is  14026",0,25764,1.42818445663617,13.5912383271753
"Hilltop","Zip  15097",1,15690,-2.69514801023348,6.87682190354288
"Flagstone","Zip  14304",1,106161,-15.2838996505822,-48.6845309242543
"Gravity Falls","18293",1,24649,-4.22891253587954,-1.0783454528846
"Innsmouth","15200",1,51682,-7.68769858817624,-17.9932490131239
"Ebbing","ZIP:  16321",0,83511,7.66446645883041,10.8059413551252
"Flagstone","14509",1,106161,-12.0220510919282,-6.15534809499193
"Hilltop","ZIP is  18028",1,15690,-4.57580086568801,-16.8841564737038
"Belleville","15300",1,57290,-7.27321446729631,-5.01246600703413
"Innsmouth","14094",1,51682,-8.10081566411403,-22.1222014226142
"Janestown","14348",1,3092,-2.29070964098373,-4.55747996053466
"Janestown","18815",1,3092,-2.30798583918802,-6.61875478057431
"Castle Rock","Zip  17726",1,65658,-7.99488614432151,-4.71680077577403
"Dogville","ZIP:  14627",0,25764,2.52578442042758,14.1883270119815
"Dogville","14756",0,25764,2.5250865972885,16.7971426128178
"Castle Rock","ZIP:  18734",1,65658,-6.9591857013212,1.3885994851105
"Krasnoy","ZIP is  16990",1,113419,-13.752965411522,-19.7815951076581
"Janestown","Zip  18414",1,3092,-2.22580586375576,-9.81742069757956
"Flagstone","ZIP is  17333",1,106161,-12.1446844175383,-2.61009629484411
"Hilltop","Zip  16328",1,15690,-3.14433782022368,-3.0140539994693
"Flagstone","Zip  15644",1,106161,-13.6953897127008,-18.5178093700555
"Innsmouth","Zip  16837",1,51682,-8.22616536050892,-20.8496678643426
"Gravity Falls","15750",1,24649,-5.6649112748829,-18.0299062020146
"Hilltop","16625",1,15690,-4.94494842031802,-19.9435340792541
"Castle Rock","ZIP:  14536",1,65658,-8.80048604677917,-10.5453199040487
"Gravity Falls","16752",1,24649,-3.2750843171604,10.7987805487315
"Dogville","Zip  15239",0,25764,3.07152628388437,24.1736253358782
"Belleville","ZIP:  14961",1,57290,-6.26566420120218,8.01194329743373
"Flagstone","ZIP is  16918",1,106161,-13.2533542241073,-15.9652256144987
"Ebbing","Zip  14717",0,83511,9.79047830215522,37.8416380250583
"Gravity Falls","18827",1,24649,-5.24647501690734,-12.5303440215433
"Castle Rock","Zip  16038",1,65658,-8.99776087063752,-12.0335053344908
"Belleville","ZIP is  15524",1,57290,-7.22833769993562,2.06944542283389
"Dogville","Zip  18648",0,25764,3.07617488866184,30.031960215429
"Castle Rock","ZIP is  18216",1,65658,-8.90987968120579,-19.2453761959854
"Hilltop","14175",1,15690,-2.42912882037965,2.71145912654543
"Gravity Falls","ZIP is  17814",1,24649,-4.14316490497384,2.83256579054707
"Alphaville","17633",0,164039,15.7049509287184,28.6814882499703
"Dogville","18396",0,25764,3.70481484250354,26.5291343865457
"Castle Rock","ZIP:  14000",1,65658,-8.17867630929006,-7.01824696139408
"Flagstone","Zip  16299",1,106161,-10.4690715755829,3.06932043815692
"Castle Rock","17509",1,65658,-9.5626111190175,-25.7872049208391
"Gravity Falls","Zip  16328",1,24649,-4.72134805978818,0.969170287227476
"Hilltop","ZIP is  15152",1,15690,-3.06055869870409,-3.82262217131127
"Krasnoy","ZIP:  15601",1,113419,-12.1736369002149,-4.46149993425458
"Gravity Falls","ZIP:  15153",1,24649,-3.86891580581533,0.0551096392579188
"Dogville","ZIP:  15476",0,25764,3.09067628083343,17.9103723144977
"Innsmouth","ZIP is  17808",1,51682,-10.0188724633021,-37.2008764305772
"Dogville","Zip  18500",0,25764,2.51498083504849,18.4166760440909
"Krasnoy","ZIP:  15215",1,113419,-13.4837012560659,-11.5621842462557
"Belleville","ZIP is  18367",1,57290,-7.98779574458227,-16.6055698953263
"Krasnoy","18198",1,113419,-12.6101867385014,-8.70256177877779
"Castle Rock","Zip  14950",1,65658,-9.08845826321832,-5.20757611784069
"Belleville","17944",1,57290,-8.79349707389894,-19.9016691407656
"Alphaville","ZIP:  16636",0,164039,16.069814052336,30.540895040124
"Krasnoy","16726",1,113419,-14.3784506229902,-27.8811007638666
"Krasnoy","ZIP:  18762",1,113419,-13.256126253511,-16.9998189912678
"Ebbing","Zip  18330",0,83511,9.54271559326439,40.329542763801
"Flagstone","ZIP:  14000",1,106161,-12.819395534531,-26.3488251507535
"Dogville","14207",0,25764,3.73728109377112,27.015430351173
"Belleville","ZIP:  15711",1,57290,-8.9574489278358,-29.5536441137247
"Flagstone","Zip  18553",1,106161,-14.9988234833471,-43.9039085038106
"Flagstone","ZIP:  16569",1,106161,-15.1385741117253,-46.4783632895021
"Hilltop","ZIP:  18599",1,15690,-3.06403745001243,-10.9896368805722
"Gravity Falls","ZIP:  18168",1,24649,-2.85466857954755,12.0689837248196
"Krasnoy","ZIP is  17003",1,113419,-13.0269934426386,-20.753985191896
"Innsmouth","ZIP is  15448",1,51682,-7.08880826301974,-8.14566939242114
"Hilltop","ZIP is  14268",1,15690,-3.29101840407236,-3.35439080837002
"Dogville","Zip  15829",0,25764,1.69579799064331,-0.402894830755874
"Hilltop","16592",1,15690,-5.44288224048338,-27.503239859727
"Janestown","Zip  18238",1,3092,-2.08057726824659,-3.70700079901294
"Gravity Falls","ZIP is  18026",1,24649,-3.52499605666581,2.23019310834655
"Belleville","Zip  14170",1,57290,-8.69023572829974,-18.0680871073756
"Krasnoy","17157",1,113419,-13.0965806829036,-7.70409028315122
"Flagstone","16202",1,106161,-12.5218603332687,-6.77024557732467
"Gravity Falls","18090",1,24649,-4.72304692191671,-14.7653488993644
"Innsmouth","17901",1,51682,-6.73716366784386,-5.06079079085667
"Dogville","Zip  14032",0,25764,2.49263631489093,19.8930149116668
"Janestown","ZIP is  14602",1,3092,-2.14809097111146,7.4583880130212
"Castle Rock","ZIP:  16652",1,65658,-6.79878910217096,5.05246488010611
"Flagstone","ZIP is  15569",1,106161,-12.9131015083327,-20.0616325806044
"Dogville","ZIP:  15796",0,25764,1.99125441744185,14.6408441960661
"Flagstone","Zip  18746",1,106161,-11.5839490076886,-5.25578965631054
"Flagstone","ZIP:  14134",1,106161,-13.0301655788763,-14.8105851444639
"Belleville","17470",1,57290,-6.74419924305962,3.87038114705714
"Gravity Falls","Zip  15821",1,24649,-5.68926664653511,-22.7121992732985
"Castle Rock","ZIP is  14851",1,65658,-9.07231436359163,-18.5212564804409
"Castle Rock","ZIP:  16342",1,65658,-9.0654166936915,-15.5650199718744
"Belleville","ZIP:  16483",1,57290,-8.37725813369032,-21.6958487410726
"Gravity Falls","Zip  17961",1,24649,-3.51672126850149,-6.97202442636134
"Belleville","16671",1,57290,-7.14562500452631,-2.0973873588451
"Ebbing","15840",0,83511,8.54142356539361,26.8730582179588
"Hilltop","ZIP:  18491",1,15690,-2.7900613205331,2.40943048648057
"Alphaville","Zip  14539",0,164039,15.8268956994452,28.3273459582027
"Krasnoy","16759",1,113419,-13.8697384048825,-28.1510025657226
"Janestown","14005",1,3092,-1.99213795584416,-3.10729600409962
"Dogville","16508",0,25764,2.00694816100253,14.3437356338805
"Dogville","ZIP is  17317",0,25764,2.46832470516435,20.5086816425542
"Innsmouth","15922",1,51682,-6.5412657594656,-7.39728015854741
"Dogville","ZIP is  16855",0,25764,2.18573594895569,18.2391285200646
"Innsmouth","Zip  15959",1,51682,-7.32720023952694,-9.22386599815463
"Dogville","ZIP is  18438",0,25764,2.91393453703368,21.3326490695352
"Innsmouth","15069",1,51682,-7.34879064779782,-13.5663685410358
"Krasnoy","ZIP:  15631",1,113419,-12.5754509018101,-21.9461709716829
"Dogville","18811",0,25764,1.0797958802583,4.05623342295818
"Ebbing","15815",0,83511,8.61541555065577,30.8136159685937
"Hilltop","ZIP is  18183",1,15690,-5.19495831680378,-23.2858559489499
"Ebbing","ZIP is  14623",0,83511,10.2589652998677,44.6491741858402
"Krasnoy","ZIP is  14046",1,113419,-13.18909478459,-11.5687797914846
"Dogville","Zip  16830",0,25764,3.20015969293911,32.9629902795742
"Innsmouth","16533",1,51682,-6.32588658994664,-0.884661282330385
"Flagstone","Zip  14688",1,106161,-13.147183156771,-20.9364944080846
"Belleville","Zip  16468",1,57290,-7.5409183181189,-8.9851804845459
"Alphaville","15704",0,164039,16.9125777804928,44.3540482018266
"Innsmouth","ZIP:  14178",1,51682,-8.01796267292504,-13.7092028508977
"Flagstone","17157",1,106161,-12.7767722949245,-24.2477879369563
"Ebbing","15326",0,83511,7.02651663931149,13.3282474698173
"Innsmouth",NA,1,51682,-7.26919299463305,-11.5530419602015
"Krasnoy","ZIP:  14038",1,113419,-12.9577954973358,-7.90435319356866
"Flagstone","ZIP:  16455",1,106161,-12.8674223706034,-15.2929986246056
"Dogville","ZIP:  18012",0,25764,3.06454817669569,23.8835638967808
"Gravity Falls","ZIP:  16961",1,24649,-5.2849066819009,-15.2435347648922
"Belleville","ZIP is  18796",1,57290,-9.09131215729698,-23.0342267580715
"Ebbing","ZIP:  18377",0,83511,8.42100341409414,27.8241893035338
"Krasnoy","ZIP:  16721",1,113419,-14.1173375492211,-25.7599707312715
"Janestown","16424",1,3092,-1.60696123787771,-1.35948491656651
"Gravity Falls","16716",1,24649,-3.38192491389946,3.46570221271485
"Gravity Falls","ZIP:  18300",1,24649,-5.82526367435656,-24.4108412219171
"Hilltop","Zip  15731",1,15690,-4.19740406958444,-30.9032026998823
"Dogville","ZIP is  16510",0,25764,2.02764728842743,11.0383076974507
"Castle Rock","ZIP is  18613",1,65658,-9.92504291296282,-26.1121607695211
"Dogville","ZIP:  15454",0,25764,3.32333645542822,27.8454942793531
"Innsmouth","ZIP:  18503",1,51682,-6.92018801972835,-8.13662458816263
"Gravity Falls","ZIP is  18047",1,24649,-5.1405126013993,-7.92852639510234
"Alphaville","Zip  17319",0,164039,16.9095988294906,38.8737802187
"Innsmouth","ZIP:  17322",1,51682,-7.52165103010184,-11.0361238340457
"Castle Rock","ZIP:  14799",1,65658,-10.687218180337,-34.6367144156079
"Hilltop","18778",1,15690,-3.90213263628382,-8.27144083742439
"Belleville","Zip  17941",1,57290,-6.68878441598538,5.33941115953878
"Alphaville","Zip  14680",0,164039,15.8019959146597,29.2245739536895
"Innsmouth","ZIP is  15891",1,51682,-6.12745246676412,-3.7847119565951
"Janestown","ZIP is  17158",1,3092,-2.65334125879143,-9.76562004226517
"Alphaville","ZIP:  17807",0,164039,15.9245913679772,30.7988761497568
"Krasnoy",NA,1,113419,-12.6473152774971,-7.60234356449663
"Janestown","17209",1,3092,-3.47516797749191,-12.4444404863208
"Hilltop","ZIP:  15795",1,15690,-4.93755545876484,-12.9186339534021
"Janestown","14895",1,3092,-3.64222315594496,-18.643173131925
"Janestown","ZIP is  17657",1,3092,-3.82418713645424,-22.3768731184521
"Dogville","Zip  15902",0,25764,2.93886884061809,14.6628533940561
"Janestown","Zip  17154",1,3092,-3.50397633980764,-8.68031491414676
"Ebbing","Zip  17697",0,83511,8.97927542311035,32.6622664398499
"Alphaville","ZIP is  17948",0,164039,16.9233768285778,38.5457666339276
"Innsmouth","17841",1,51682,-7.22649636367959,-10.6811809900001
